listing_id,district_name,borough,inside_ringbahn,property_type,is_furnished,size_sqm,cold_rent_eur,warm_rent_eur,effective_m2_cold,listing_date,hunting_difficulty_score,anmeldung_ease_score
508,Pankow,Pankow,False,Apartment,False,69.3,951.35,1235.16,13.73,2026-02-06,3,4
509,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,True,80.3,1881.89,2136.38,23.44,2025-08-07,4,4
510,Prenzlauer Berg,Pankow,True,Apartment,False,43.4,870.82,1030.56,20.06,2025-06-20,5,4
511,Schöneberg,Tempelhof-Schöneberg,True,Apartment,True,61.7,1377.63,1605.57,22.33,2026-05-01,4,4
512,Mitte,Mitte,True,Room,True,20.2,536.87,692.49,26.58,2025-09-14,5,4
513,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,56.0,942.07,1146.32,16.82,2026-05-25,2,5
514,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,False,21.2,487.5,615.88,23.0,2026-07-07,5,3
515,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,False,73.9,1565.41,1866.02,21.18,2025-12-01,5,3
516,Steglitz,Steglitz-Zehlendorf,False,Room,True,21.7,473.0,614.24,21.8,2025-09-29,2,5
517,Mitte,Mitte,True,Room,True,15.5,456.6,628.31,29.46,2026-07-05,5,4
518,Wedding,Mitte,True,Room,False,26.7,489.59,629.28,18.34,2025-10-30,3,3
519,Neukölln,Neukölln,True,Apartment,True,43.7,882.45,1051.22,20.19,2025-11-08,4,3
520,Schöneberg,Tempelhof-Schöneberg,True,Apartment,True,72.9,1600.95,1870.39,21.96,2025-08-27,4,4
521,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,False,22.7,501.71,617.75,22.1,2026-07-23,4,4
522,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,False,27.5,546.23,681.3,19.86,2026-08-10,4,4
523,Moabit,Mitte,True,Apartment,False,74.8,1163.37,1442.78,15.55,2025-07-01,4,3
524,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,False,20.8,474.23,612.71,22.8,2026-04-09,5,3
525,Schöneberg,Tempelhof-Schöneberg,True,Apartment,False,78.1,1523.62,1818.27,19.51,2026-08-31,4,4
526,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,False,79.4,1584.91,1821.2,19.96,2026-05-02,5,3
527,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,False,21.3,460.16,617.21,21.6,2025-09-23,4,4
528,Lichtenberg,Lichtenberg,False,Apartment,False,69.4,999.52,1236.83,14.4,2026-06-08,2,4
529,Prenzlauer Berg,Pankow,True,Apartment,False,67.1,1287.28,1548.41,19.18,2026-08-31,5,4
530,Pankow,Pankow,False,Room,False,16.2,295.45,460.82,18.24,2026-08-20,3,4
531,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,False,17.4,424.74,538.01,24.41,2025-09-23,5,3
532,Wedding,Mitte,True,Apartment,False,46.7,718.23,898.56,15.38,2026-01-16,3,3
533,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,False,40.9,813.08,963.76,19.88,2025-07-23,5,3
534,Schöneberg,Tempelhof-Schöneberg,True,Room,False,14.0,266.11,415.38,19.01,2026-04-13,4,4
535,Lichtenberg,Lichtenberg,False,Room,False,16.9,286.73,458.5,16.97,2025-12-04,2,4
536,Mitte,Mitte,True,Apartment,False,51.6,1190.92,1377.71,23.08,2026-06-02,5,4
537,Lichtenberg,Lichtenberg,False,Room,False,15.4,260.71,370.85,16.93,2025-11-29,2,4
538,Lichtenberg,Lichtenberg,False,Apartment,True,61.1,1079.09,1268.32,17.66,2025-08-11,2,4
539,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,47.7,640.54,785.78,13.43,2026-08-11,2,5
540,Schöneberg,Tempelhof-Schöneberg,True,Room,False,16.7,332.51,491.72,19.91,2025-06-24,4,4
541,Lichtenberg,Lichtenberg,False,Apartment,False,73.6,1025.94,1297.53,13.94,2026-02-14,2,4
542,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,True,71.8,1853.37,2112.0,25.81,2026-02-16,5,3
543,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,True,75.8,1833.48,2108.44,24.19,2025-11-12,5,3
544,Wedding,Mitte,True,Apartment,False,65.4,1052.24,1261.38,16.09,2025-12-21,3,3
545,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,False,41.7,752.51,908.47,18.05,2026-06-19,4,4
546,Wedding,Mitte,True,Room,False,26.0,482.35,653.16,18.55,2026-04-20,3,3
547,Prenzlauer Berg,Pankow,True,Room,False,18.1,403.54,557.24,22.3,2026-05-30,5,4
548,Lichtenberg,Lichtenberg,False,Apartment,True,62.1,1172.74,1409.52,18.88,2026-03-15,2,4
549,Moabit,Mitte,True,Apartment,False,70.5,1227.05,1507.12,17.4,2026-03-01,4,3
550,Neukölln,Neukölln,True,Apartment,False,35.6,586.43,705.94,16.47,2025-06-28,4,3
551,Lichtenberg,Lichtenberg,False,Room,True,25.0,544.65,664.17,21.79,2025-07-02,2,4
552,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,62.1,1093.19,1319.19,17.6,2026-05-12,2,5
553,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,67.4,1201.96,1461.87,17.83,2026-05-23,2,5
554,Neukölln,Neukölln,True,Apartment,True,54.1,1252.16,1453.53,23.15,2026-03-10,4,3
555,Mitte,Mitte,True,Room,True,22.7,714.74,878.69,31.49,2026-04-21,5,4
556,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,64.4,1183.52,1426.3,18.38,2025-09-08,2,5
557,Neukölln,Neukölln,True,Room,False,15.0,327.97,485.75,21.86,2025-08-01,4,3
558,Schöneberg,Tempelhof-Schöneberg,True,Room,True,17.7,420.97,531.34,23.78,2026-01-25,4,4
559,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,81.4,1558.82,1855.97,19.15,2026-08-06,2,5
560,Lichtenberg,Lichtenberg,False,Room,False,21.7,330.05,486.05,15.21,2026-02-25,2,4
561,Prenzlauer Berg,Pankow,True,Apartment,False,74.3,1428.63,1692.52,19.23,2025-12-24,5,4
562,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,False,23.3,502.14,631.22,21.55,2026-06-21,5,3
563,Pankow,Pankow,False,Apartment,False,76.2,1233.32,1455.11,16.19,2026-05-09,3,4
564,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,False,22.6,478.03,650.36,21.15,2026-05-16,4,4
565,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,False,15.6,308.99,466.05,19.81,2025-06-13,4,4
566,Wedding,Mitte,True,Apartment,True,75.1,1389.88,1688.62,18.51,2025-09-07,3,3
567,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,False,43.4,868.11,1021.99,20.0,2025-06-04,4,4
568,Lichtenberg,Lichtenberg,False,Room,False,24.8,434.84,572.41,17.53,2025-07-24,2,4
569,Prenzlauer Berg,Pankow,True,Apartment,False,83.8,1819.79,2127.83,21.72,2025-07-07,5,4
570,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,70.8,1113.4,1333.84,15.73,2025-10-07,2,5
571,Wedding,Mitte,True,Room,False,26.8,471.22,610.54,17.58,2025-12-25,3,3
572,Schöneberg,Tempelhof-Schöneberg,True,Room,True,15.7,358.73,472.84,22.85,2026-06-17,4,4
573,Pankow,Pankow,False,Room,False,19.0,326.39,455.23,17.18,2026-05-18,3,4
574,Neukölln,Neukölln,True,Apartment,True,81.3,1875.75,2114.53,23.07,2025-08-20,4,3
575,Wedding,Mitte,True,Room,False,25.2,478.56,607.73,18.99,2026-04-21,3,3
576,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,False,27.5,659.91,812.03,24.0,2025-06-06,5,3
577,Wedding,Mitte,True,Apartment,True,37.1,734.57,866.54,19.8,2025-07-14,3,3
578,Neukölln,Neukölln,True,Room,False,24.2,463.73,632.6,19.16,2026-08-10,4,3
579,Wedding,Mitte,True,Room,True,22.6,448.58,602.19,19.85,2026-03-18,3,3
580,Mitte,Mitte,True,Apartment,False,84.7,1843.36,2144.86,21.76,2025-10-27,5,4
581,Lichtenberg,Lichtenberg,False,Room,True,24.2,470.27,588.6,19.43,2026-05-02,2,4
582,Prenzlauer Berg,Pankow,True,Room,False,26.6,590.05,729.34,22.18,2026-04-12,5,4
583,Lichtenberg,Lichtenberg,False,Room,False,21.9,351.83,482.39,16.07,2026-01-06,2,4
584,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,True,17.1,479.36,643.97,28.03,2025-08-08,5,3
585,Lichtenberg,Lichtenberg,False,Apartment,False,58.1,795.16,984.95,13.69,2026-03-10,2,4
586,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,False,25.8,609.93,729.03,23.64,2026-03-03,5,3
587,Prenzlauer Berg,Pankow,True,Room,False,15.1,320.0,431.21,21.19,2026-02-15,5,4
588,Lichtenberg,Lichtenberg,False,Room,False,19.7,329.53,498.44,16.73,2026-03-10,2,4
589,Neukölln,Neukölln,True,Apartment,False,58.6,1102.45,1298.11,18.81,2025-09-23,4,3
590,Pankow,Pankow,False,Apartment,True,58.2,1086.38,1290.23,18.67,2026-05-06,3,4
591,Prenzlauer Berg,Pankow,True,Apartment,False,65.7,1264.99,1496.05,19.25,2026-01-15,5,4
592,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,False,23.2,566.09,723.92,24.4,2026-02-03,5,3
593,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,False,17.2,341.17,466.38,19.84,2026-05-09,4,4
594,Prenzlauer Berg,Pankow,True,Apartment,False,54.4,1212.7,1428.01,22.29,2025-06-21,5,4
595,Lichtenberg,Lichtenberg,False,Room,False,21.3,371.26,535.53,17.43,2025-10-13,2,4
596,Pankow,Pankow,False,Apartment,True,67.7,1265.34,1529.54,18.69,2026-02-20,3,4
597,Neukölln,Neukölln,True,Room,False,21.2,417.01,583.41,19.67,2026-02-05,4,3
598,Moabit,Mitte,True,Apartment,True,79.1,1624.06,1902.29,20.53,2025-10-22,4,3
599,Prenzlauer Berg,Pankow,True,Room,True,22.4,659.83,796.78,29.46,2025-11-17,5,4
600,Steglitz,Steglitz-Zehlendorf,False,Room,False,20.7,350.55,502.62,16.93,2025-12-28,2,5
601,Mitte,Mitte,True,Room,True,22.3,607.07,774.97,27.22,2025-08-15,5,4
602,Mitte,Mitte,True,Room,False,21.2,505.23,678.23,23.83,2026-04-23,5,4
603,Mitte,Mitte,True,Apartment,False,76.1,1815.23,2055.7,23.85,2026-04-07,5,4
604,Moabit,Mitte,True,Apartment,True,76.5,1732.04,2029.21,22.64,2025-09-02,4,3
605,Pankow,Pankow,False,Apartment,True,71.2,1294.09,1551.03,18.18,2025-09-26,3,4
606,Schöneberg,Tempelhof-Schöneberg,True,Room,True,16.8,439.99,577.28,26.19,2025-08-16,4,4
607,Pankow,Pankow,False,Room,False,22.6,356.16,517.11,15.76,2026-02-13,3,4
608,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,False,26.6,595.19,705.27,22.38,2026-07-02,5,3
609,Lichtenberg,Lichtenberg,False,Apartment,False,53.5,685.65,874.81,12.82,2025-09-26,2,4
610,Moabit,Mitte,True,Apartment,True,64.5,1494.17,1735.15,23.17,2025-07-21,4,3
611,Schöneberg,Tempelhof-Schöneberg,True,Room,False,17.3,377.4,505.81,21.82,2026-08-23,4,4
612,Wedding,Mitte,True,Room,True,23.9,542.66,660.32,22.71,2025-06-04,3,3
613,Schöneberg,Tempelhof-Schöneberg,True,Apartment,False,50.8,897.42,1054.18,17.67,2026-04-30,4,4
614,Pankow,Pankow,False,Room,False,19.9,333.5,461.41,16.76,2026-05-15,3,4
615,Schöneberg,Tempelhof-Schöneberg,True,Apartment,False,74.2,1342.54,1590.68,18.09,2026-03-12,4,4
616,Moabit,Mitte,True,Room,True,18.8,457.6,623.17,24.34,2026-05-04,4,3
617,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,False,70.0,1299.97,1520.98,18.57,2025-12-23,5,3
618,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,False,69.2,1158.92,1391.91,16.75,2026-04-22,4,4
619,Mitte,Mitte,True,Apartment,False,58.6,1310.36,1486.5,22.36,2025-10-13,5,4
620,Prenzlauer Berg,Pankow,True,Room,False,24.1,594.95,730.99,24.69,2026-05-02,5,4
621,Wedding,Mitte,True,Room,False,14.8,277.48,398.87,18.75,2026-02-09,3,3
622,Moabit,Mitte,True,Room,False,27.0,519.81,642.47,19.25,2026-07-07,4,3
623,Pankow,Pankow,False,Apartment,False,65.8,1006.39,1225.62,15.29,2026-05-02,3,4
624,Mitte,Mitte,True,Apartment,True,48.8,1364.28,1529.54,27.96,2025-09-11,5,4
625,Wedding,Mitte,True,Room,False,26.9,485.14,642.34,18.03,2026-03-14,3,3
626,Pankow,Pankow,False,Room,False,17.9,313.17,435.81,17.5,2025-12-24,3,4
627,Pankow,Pankow,False,Room,True,21.1,439.4,571.5,20.82,2025-07-30,3,4
628,Wedding,Mitte,True,Apartment,False,75.7,1190.89,1473.48,15.73,2025-12-11,3,3
629,Pankow,Pankow,False,Apartment,True,52.0,1055.65,1262.39,20.3,2026-08-16,3,4
630,Mitte,Mitte,True,Apartment,True,54.1,1545.72,1748.13,28.57,2026-07-15,5,4
631,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,True,21.5,542.4,671.07,25.23,2025-12-22,4,4
632,Lichtenberg,Lichtenberg,False,Apartment,True,62.7,1031.24,1229.51,16.45,2026-03-21,2,4
633,Neukölln,Neukölln,True,Room,False,27.0,515.28,673.19,19.08,2025-09-29,4,3
634,Steglitz,Steglitz-Zehlendorf,False,Room,True,17.2,374.71,507.85,21.79,2026-07-04,2,5
635,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,True,27.4,699.64,865.35,25.53,2025-06-22,5,3
636,Moabit,Mitte,True,Room,True,26.6,658.2,786.06,24.74,2025-09-02,4,3
637,Wedding,Mitte,True,Room,True,22.1,447.31,588.4,20.24,2026-03-04,3,3
638,Mitte,Mitte,True,Apartment,True,69.3,1915.82,2174.86,27.65,2026-01-22,5,4
639,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,True,45.5,1059.81,1225.22,23.29,2025-10-11,4,4
640,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,True,58.6,1518.07,1723.08,25.91,2025-09-16,5,3
641,Schöneberg,Tempelhof-Schöneberg,True,Apartment,True,77.7,1656.14,1893.7,21.31,2026-03-22,4,4
642,Lichtenberg,Lichtenberg,False,Room,True,17.8,333.2,467.96,18.72,2025-08-14,2,4
643,Steglitz,Steglitz-Zehlendorf,False,Room,False,16.5,274.95,449.66,16.66,2026-08-09,2,5
644,Lichtenberg,Lichtenberg,False,Apartment,False,74.3,1004.84,1270.43,13.52,2026-03-18,2,4
645,Mitte,Mitte,True,Room,False,14.8,378.82,519.8,25.6,2026-04-19,5,4
646,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,True,19.1,533.28,660.03,27.92,2025-06-11,5,3
647,Schöneberg,Tempelhof-Schöneberg,True,Room,False,27.5,533.58,681.01,19.4,2026-04-29,4,4
648,Wedding,Mitte,True,Room,False,19.0,350.15,491.84,18.43,2026-06-13,3,3
649,Moabit,Mitte,True,Apartment,True,49.3,1039.87,1192.75,21.09,2026-07-19,4,3
650,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,False,19.7,437.48,552.62,22.21,2025-11-23,4,4
651,Prenzlauer Berg,Pankow,True,Room,False,23.9,558.25,693.95,23.36,2026-08-29,5,4
652,Moabit,Mitte,True,Apartment,False,72.4,1223.49,1472.57,16.9,2025-08-25,4,3
653,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,True,46.7,1176.78,1354.23,25.2,2025-09-16,5,3
654,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,True,27.1,701.84,861.95,25.9,2026-02-24,5,3
655,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,False,15.2,363.72,499.06,23.93,2025-09-26,5,3
656,Prenzlauer Berg,Pankow,True,Apartment,False,41.3,855.41,983.64,20.71,2025-06-18,5,4
657,Lichtenberg,Lichtenberg,False,Room,False,26.1,427.17,593.78,16.37,2025-10-18,2,4
658,Wedding,Mitte,True,Room,False,23.8,400.98,549.82,16.85,2026-04-20,3,3
659,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,61.2,897.85,1098.07,14.67,2025-11-25,2,5
660,Moabit,Mitte,True,Apartment,False,57.1,935.7,1119.09,16.39,2025-11-03,4,3
661,Mitte,Mitte,True,Room,False,25.9,610.35,750.85,23.57,2025-06-05,5,4
662,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,58.9,760.14,961.37,12.91,2025-10-28,2,5
663,Pankow,Pankow,False,Room,True,19.2,391.34,527.0,20.38,2025-08-23,3,4
664,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,53.9,927.19,1098.99,17.2,2026-06-27,2,5
665,Pankow,Pankow,False,Apartment,False,49.2,762.33,952.76,15.49,2025-12-29,3,4
666,Prenzlauer Berg,Pankow,True,Apartment,True,49.5,1353.77,1513.48,27.35,2026-04-15,5,4
667,Moabit,Mitte,True,Room,True,14.7,331.71,448.36,22.57,2025-10-16,4,3
668,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,False,46.6,876.67,1039.41,18.81,2025-11-23,5,3
669,Schöneberg,Tempelhof-Schöneberg,True,Room,False,28.0,570.37,731.81,20.37,2025-11-17,4,4
670,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,False,37.8,792.48,905.34,20.97,2026-01-27,5,3
671,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,False,25.4,605.55,723.48,23.84,2026-06-29,5,3
672,Steglitz,Steglitz-Zehlendorf,False,Room,False,20.2,350.89,463.07,17.37,2026-01-22,2,5
673,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,84.1,1194.55,1507.21,14.2,2025-11-07,2,5
674,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,False,24.4,509.67,627.61,20.89,2026-02-02,4,4
675,Lichtenberg,Lichtenberg,False,Room,True,14.7,310.83,436.17,21.14,2026-01-09,2,4
676,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,False,22.2,451.12,576.92,20.32,2025-06-22,4,4
677,Pankow,Pankow,False,Apartment,False,64.8,934.23,1129.11,14.42,2025-08-20,3,4
678,Moabit,Mitte,True,Room,False,27.0,564.02,714.65,20.89,2025-07-01,4,3
679,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,False,74.6,1269.17,1506.34,17.01,2026-03-13,4,4
680,Lichtenberg,Lichtenberg,False,Apartment,False,56.9,752.71,964.78,13.23,2025-12-01,2,4
681,Steglitz,Steglitz-Zehlendorf,False,Room,False,20.8,342.77,471.93,16.48,2026-05-23,2,5
682,Moabit,Mitte,True,Room,True,18.9,444.77,608.81,23.53,2026-08-15,4,3
683,Wedding,Mitte,True,Room,False,20.3,383.56,528.76,18.89,2026-01-19,3,3
684,Mitte,Mitte,True,Apartment,False,71.7,1690.44,1951.69,23.58,2025-12-04,5,4
685,Pankow,Pankow,False,Room,False,23.2,401.11,536.3,17.29,2026-02-24,3,4
686,Lichtenberg,Lichtenberg,False,Apartment,False,65.7,892.62,1133.68,13.59,2025-07-27,2,4
687,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,True,76.8,1885.61,2126.95,24.55,2026-02-04,5,3
688,Prenzlauer Berg,Pankow,True,Room,False,25.7,605.81,749.99,23.57,2026-05-26,5,4
689,Pankow,Pankow,False,Room,True,22.5,443.48,567.05,19.71,2026-02-07,3,4
690,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,False,53.0,1104.5,1314.83,20.84,2026-07-26,5,3
691,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,True,65.8,1591.78,1848.49,24.19,2025-07-10,4,4
692,Prenzlauer Berg,Pankow,True,Apartment,True,71.3,1815.83,2067.62,25.47,2025-10-06,5,4
693,Pankow,Pankow,False,Apartment,True,72.5,1282.02,1547.83,17.68,2025-12-01,3,4
694,Lichtenberg,Lichtenberg,False,Apartment,False,79.1,1040.67,1287.18,13.16,2025-12-23,2,4
695,Wedding,Mitte,True,Room,True,28.0,587.25,717.74,20.97,2025-11-14,3,3
696,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,False,25.6,513.37,639.02,20.05,2026-03-07,4,4
697,Prenzlauer Berg,Pankow,True,Room,False,24.4,545.46,684.87,22.35,2025-12-21,5,4
698,Mitte,Mitte,True,Apartment,False,64.8,1425.97,1691.14,22.01,2025-11-02,5,4
699,Mitte,Mitte,True,Room,True,26.0,710.38,865.21,27.32,2025-10-20,5,4
700,Wedding,Mitte,True,Apartment,False,63.6,907.61,1127.19,14.27,2025-08-19,3,3
701,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,False,17.5,377.03,506.55,21.54,2026-03-20,5,3
702,Schöneberg,Tempelhof-Schöneberg,True,Apartment,True,38.9,867.75,1003.35,22.31,2026-05-20,4,4
703,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,64.8,889.13,1133.88,13.72,2026-03-23,2,5
704,Schöneberg,Tempelhof-Schöneberg,True,Room,True,24.8,609.32,746.39,24.57,2026-08-19,4,4
705,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,True,67.6,1648.19,1907.29,24.38,2025-12-13,5,3
706,Mitte,Mitte,True,Room,True,21.6,589.18,713.53,27.28,2025-06-26,5,4
707,Lichtenberg,Lichtenberg,False,Apartment,True,57.3,1048.12,1229.56,18.29,2025-10-27,2,4
708,Schöneberg,Tempelhof-Schöneberg,True,Room,True,20.7,533.69,660.76,25.78,2025-12-22,4,4
709,Wedding,Mitte,True,Room,False,24.7,440.06,562.94,17.82,2025-12-20,3,3
710,Lichtenberg,Lichtenberg,False,Apartment,False,84.9,1200.73,1471.63,14.14,2025-10-15,2,4
711,Schöneberg,Tempelhof-Schöneberg,True,Room,False,15.3,323.3,460.83,21.13,2025-11-26,4,4
712,Prenzlauer Berg,Pankow,True,Room,False,14.3,316.45,490.65,22.13,2026-04-12,5,4
713,Moabit,Mitte,True,Apartment,False,81.2,1295.18,1597.44,15.95,2025-08-19,4,3
714,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,37.7,784.32,932.95,20.8,2026-07-25,2,5
715,Neukölln,Neukölln,True,Room,False,15.6,312.32,423.8,20.02,2025-09-16,4,3
716,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,61.2,1059.42,1290.51,17.31,2025-08-12,2,5
717,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,64.2,1141.58,1340.88,17.78,2025-10-24,2,5
718,Prenzlauer Berg,Pankow,True,Apartment,False,37.7,800.34,910.05,21.23,2025-12-16,5,4
719,Lichtenberg,Lichtenberg,False,Room,False,23.2,406.74,517.98,17.53,2026-08-19,2,4
720,Lichtenberg,Lichtenberg,False,Room,False,21.1,360.35,529.1,17.08,2026-02-04,2,4
721,Pankow,Pankow,False,Apartment,True,60.0,1178.4,1353.95,19.64,2025-10-05,3,4
722,Wedding,Mitte,True,Room,False,24.4,398.76,553.24,16.34,2025-11-29,3,3
723,Lichtenberg,Lichtenberg,False,Room,False,27.7,437.81,551.84,15.81,2025-10-10,2,4
724,Schöneberg,Tempelhof-Schöneberg,True,Apartment,False,36.5,669.83,787.95,18.35,2025-08-17,4,4
725,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,False,39.4,706.68,866.36,17.94,2026-04-10,4,4
726,Lichtenberg,Lichtenberg,False,Apartment,False,63.6,882.33,1090.61,13.87,2026-04-06,2,4
727,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,True,23.1,591.16,714.31,25.59,2025-08-10,4,4
728,Neukölln,Neukölln,True,Apartment,False,80.5,1417.22,1738.48,17.61,2026-06-30,4,3
729,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,False,42.9,792.99,944.84,18.48,2026-06-04,5,3
730,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,False,16.0,325.71,456.42,20.36,2025-12-29,5,3
731,Schöneberg,Tempelhof-Schöneberg,True,Room,False,25.5,535.58,693.57,21.0,2025-08-17,4,4
732,Prenzlauer Berg,Pankow,True,Room,True,24.7,679.65,826.51,27.52,2025-09-27,5,4
733,Pankow,Pankow,False,Room,False,19.0,337.17,478.15,17.75,2026-02-13,3,4
734,Pankow,Pankow,False,Apartment,False,44.2,639.29,792.6,14.46,2025-08-23,3,4
735,Prenzlauer Berg,Pankow,True,Room,False,27.6,680.76,852.52,24.67,2025-09-22,5,4
736,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,45.2,812.08,966.99,17.97,2026-04-12,2,5
737,Moabit,Mitte,True,Apartment,False,79.4,1317.32,1621.54,16.59,2026-04-08,4,3
738,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,54.7,848.37,1044.54,15.51,2026-03-02,2,5
739,Wedding,Mitte,True,Apartment,False,36.9,528.27,655.51,14.32,2026-08-24,3,3
740,Mitte,Mitte,True,Apartment,True,61.9,1792.25,2000.54,28.95,2026-06-27,5,4
741,Lichtenberg,Lichtenberg,False,Apartment,True,57.0,1135.5,1320.36,19.92,2025-08-25,2,4
742,Schöneberg,Tempelhof-Schöneberg,True,Room,False,23.7,520.88,661.01,21.98,2026-04-27,4,4
743,Moabit,Mitte,True,Room,False,16.5,321.46,489.59,19.48,2026-03-07,4,3
744,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,True,14.3,395.97,564.2,27.69,2026-08-26,5,3
745,Moabit,Mitte,True,Room,True,23.1,536.54,694.2,23.23,2025-07-17,4,3
746,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,False,39.3,813.45,961.7,20.7,2026-02-17,5,3
747,Pankow,Pankow,False,Apartment,True,54.0,1123.84,1317.08,20.81,2026-05-04,3,4
748,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,True,24.8,606.82,764.28,24.47,2026-01-15,5,3
749,Neukölln,Neukölln,True,Apartment,True,41.6,904.46,1037.74,21.74,2026-01-21,4,3
750,Moabit,Mitte,True,Apartment,False,35.3,638.68,751.13,18.09,2026-03-29,4,3
751,Lichtenberg,Lichtenberg,False,Apartment,False,39.0,559.74,684.29,14.35,2026-03-08,2,4
752,Neukölln,Neukölln,True,Apartment,False,76.3,1241.49,1476.33,16.27,2026-05-01,4,3
753,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,False,23.3,511.49,640.89,21.95,2025-07-15,4,4
754,Mitte,Mitte,True,Room,False,16.3,379.93,532.89,23.31,2026-05-25,5,4
755,Pankow,Pankow,False,Apartment,False,83.3,1292.24,1569.81,15.51,2025-06-19,3,4
756,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,True,79.9,2218.96,2531.53,27.77,2025-07-04,5,3
757,Neukölln,Neukölln,True,Apartment,True,78.0,1698.33,1944.17,21.77,2025-09-16,4,3
758,Pankow,Pankow,False,Room,False,27.7,478.06,593.76,17.26,2026-06-06,3,4
759,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,70.3,989.53,1264.92,14.08,2025-10-11,2,5
760,Wedding,Mitte,True,Apartment,False,81.4,1290.31,1574.86,15.85,2026-06-09,3,3
761,Lichtenberg,Lichtenberg,False,Apartment,False,79.2,1056.39,1313.68,13.34,2025-09-08,2,4
762,Mitte,Mitte,True,Room,False,25.2,636.7,760.18,25.27,2026-04-12,5,4
763,Schöneberg,Tempelhof-Schöneberg,True,Room,True,21.8,527.12,650.2,24.18,2025-10-23,4,4
764,Neukölln,Neukölln,True,Apartment,True,60.3,1247.99,1472.49,20.7,2025-11-22,4,3
