listing_id,district_id,district_name,borough,inside_ringbahn,year,listing_date,property_type,is_furnished,size_sqm,cold_rent_eur,warm_rent_eur,effective_m2_cold
1787,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2024,2024-05-09,Room,False,25.2,480.33,642.55,19.06
1788,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2024,2024-08-22,Apartment,True,83.7,1607.56,1870.63,19.21
1789,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-06-13,Apartment,True,74.7,1132.66,1401.02,15.16
1790,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-11-11,Room,True,25.4,485.62,624.64,19.12
1791,12,Wedding,Mitte,True,2024,2024-02-16,Apartment,False,46.4,671.42,819.49,14.47
1792,4,Lichtenberg,Lichtenberg,False,2024,2024-12-28,Room,False,23.0,345.14,478.24,15.01
1793,6,Moabit,Mitte,True,2024,2024-06-14,Room,False,26.5,469.29,636.46,17.71
1794,5,Mitte,Mitte,True,2024,2024-10-13,Room,False,26.7,587.39,736.61,22.0
1795,12,Wedding,Mitte,True,2024,2024-12-05,Room,False,15.1,224.28,380.3,14.85
1796,10,Schöneberg,Tempelhof-Schöneberg,True,2024,2024-05-30,Apartment,True,52.0,962.31,1141.54,18.51
1797,8,Pankow,Pankow,False,2024,2024-12-07,Apartment,True,85.0,1296.04,1601.46,15.25
1798,7,Neukölln,Neukölln,True,2024,2024-04-20,Room,True,23.7,488.74,632.56,20.62
1799,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2024,2024-10-09,Room,True,14.3,357.21,499.86,24.98
1800,8,Pankow,Pankow,False,2024,2024-07-17,Room,True,21.3,383.78,548.39,18.02
1801,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-07-05,Room,False,19.1,293.72,437.13,15.38
1802,9,Prenzlauer Berg,Pankow,True,2024,2024-05-06,Room,True,27.4,646.38,814.76,23.59
1803,12,Wedding,Mitte,True,2024,2024-02-23,Apartment,True,80.9,1519.96,1809.73,18.79
1804,8,Pankow,Pankow,False,2024,2024-05-17,Room,True,23.8,475.79,609.87,19.99
1805,8,Pankow,Pankow,False,2024,2024-03-28,Apartment,False,56.9,751.79,931.49,13.21
1806,5,Mitte,Mitte,True,2024,2024-03-16,Apartment,False,37.9,709.6,856.68,18.72
1807,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2024,2024-12-31,Apartment,True,70.9,1626.1,1892.33,22.94
1808,8,Pankow,Pankow,False,2024,2024-08-19,Apartment,False,82.1,1159.91,1430.32,14.13
1809,7,Neukölln,Neukölln,True,2024,2024-07-27,Apartment,False,51.5,795.58,995.83,15.45
1810,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2024,2024-01-28,Apartment,False,64.3,1217.82,1473.34,18.94
1811,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-07-30,Apartment,False,73.7,855.36,1088.05,11.61
1812,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-01-16,Room,True,27.7,529.9,691.51,19.13
1813,4,Lichtenberg,Lichtenberg,False,2024,2024-12-24,Apartment,False,51.6,588.9,767.6,11.41
1814,4,Lichtenberg,Lichtenberg,False,2024,2024-02-19,Room,False,23.7,324.05,463.5,13.67
1815,7,Neukölln,Neukölln,True,2024,2024-07-24,Room,False,26.3,457.43,589.74,17.39
1816,9,Prenzlauer Berg,Pankow,True,2024,2024-09-25,Room,False,22.9,451.24,609.07,19.7
1817,7,Neukölln,Neukölln,True,2024,2024-03-27,Room,False,27.7,450.1,590.89,16.25
1818,5,Mitte,Mitte,True,2024,2024-10-17,Apartment,False,35.2,663.53,773.53,18.85
1819,8,Pankow,Pankow,False,2024,2024-06-25,Room,True,16.4,304.14,452.22,18.55
1820,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2024,2024-12-27,Apartment,False,65.0,1153.21,1406.86,17.74
1821,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2024,2024-03-02,Apartment,False,57.3,1041.53,1267.39,18.18
1822,7,Neukölln,Neukölln,True,2024,2024-04-08,Apartment,True,69.2,1287.48,1508.21,18.61
1823,8,Pankow,Pankow,False,2024,2024-07-18,Room,False,18.7,281.35,434.98,15.05
1824,6,Moabit,Mitte,True,2024,2024-09-08,Apartment,False,38.3,545.71,669.31,14.25
1825,9,Prenzlauer Berg,Pankow,True,2024,2024-12-03,Apartment,True,37.9,920.27,1066.54,24.28
1826,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-09-26,Apartment,False,77.4,901.75,1187.3,11.65
1827,8,Pankow,Pankow,False,2024,2024-06-13,Apartment,False,54.7,717.06,896.52,13.11
1828,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2024,2024-01-13,Room,True,27.2,639.32,767.03,23.5
1829,6,Moabit,Mitte,True,2024,2024-05-27,Room,False,22.5,372.74,541.39,16.57
1830,4,Lichtenberg,Lichtenberg,False,2024,2024-10-27,Apartment,False,37.1,492.77,618.03,13.28
1831,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-01-25,Apartment,False,67.0,877.87,1117.79,13.1
1832,7,Neukölln,Neukölln,True,2024,2024-09-17,Room,True,21.5,477.66,621.18,22.22
1833,12,Wedding,Mitte,True,2024,2024-08-22,Apartment,False,69.1,867.92,1095.47,12.56
1834,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2024,2024-11-23,Apartment,False,38.6,650.41,777.25,16.85
1835,8,Pankow,Pankow,False,2024,2024-01-03,Room,False,16.9,263.24,428.83,15.58
1836,9,Prenzlauer Berg,Pankow,True,2024,2024-04-26,Apartment,False,51.5,876.85,1054.57,17.03
1837,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2024,2024-05-12,Apartment,False,42.8,709.93,866.56,16.59
1838,10,Schöneberg,Tempelhof-Schöneberg,True,2024,2024-11-30,Apartment,False,80.1,1229.45,1545.54,15.35
1839,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-04-07,Apartment,False,35.5,471.84,593.94,13.29
1840,6,Moabit,Mitte,True,2024,2024-12-19,Room,True,23.7,462.08,591.88,19.5
1841,9,Prenzlauer Berg,Pankow,True,2024,2024-03-26,Room,True,16.2,394.71,542.87,24.36
1842,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-05-25,Room,False,27.0,391.28,539.41,14.49
1843,8,Pankow,Pankow,False,2024,2024-02-14,Room,False,19.5,312.39,445.49,16.02
1844,12,Wedding,Mitte,True,2024,2024-01-20,Apartment,True,60.9,944.91,1139.81,15.52
1845,10,Schöneberg,Tempelhof-Schöneberg,True,2024,2024-08-12,Room,False,25.3,438.33,590.02,17.33
1846,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-04-06,Room,False,14.6,228.75,387.26,15.67
1847,9,Prenzlauer Berg,Pankow,True,2024,2024-03-30,Apartment,True,35.7,776.35,895.08,21.75
1848,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2024,2024-09-15,Apartment,False,37.8,602.98,752.37,15.95
1849,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2024,2024-08-13,Room,False,18.7,379.3,504.44,20.28
1850,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2024,2024-06-11,Apartment,False,49.4,812.79,990.26,16.45
1851,5,Mitte,Mitte,True,2024,2024-06-13,Room,True,21.3,515.98,672.56,24.22
1852,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2024,2024-01-30,Room,False,23.6,402.88,527.03,17.07
1853,10,Schöneberg,Tempelhof-Schöneberg,True,2024,2024-11-28,Apartment,True,46.2,936.72,1083.01,20.28
1854,6,Moabit,Mitte,True,2024,2024-05-01,Apartment,False,49.1,747.89,919.97,15.23
1855,4,Lichtenberg,Lichtenberg,False,2024,2024-08-20,Apartment,True,84.0,1310.0,1638.33,15.6
1856,12,Wedding,Mitte,True,2024,2024-05-11,Apartment,True,49.3,909.03,1079.1,18.44
1857,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2024,2024-10-04,Room,True,25.3,570.51,726.49,22.55
1858,9,Prenzlauer Berg,Pankow,True,2024,2024-08-23,Apartment,True,66.3,1395.14,1653.4,21.04
1859,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-03-09,Apartment,False,58.2,710.24,925.51,12.2
1860,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-11-12,Apartment,True,70.6,1161.82,1427.02,16.46
1861,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2024,2024-04-19,Apartment,False,73.2,1173.66,1443.01,16.03
1862,10,Schöneberg,Tempelhof-Schöneberg,True,2024,2024-11-15,Room,True,23.1,498.07,656.93,21.56
1863,10,Schöneberg,Tempelhof-Schöneberg,True,2024,2024-04-02,Room,True,21.7,440.91,588.2,20.32
1864,6,Moabit,Mitte,True,2024,2024-03-20,Room,True,21.9,443.61,598.24,20.26
1865,4,Lichtenberg,Lichtenberg,False,2024,2024-03-07,Room,False,16.8,239.59,384.68,14.26
1866,6,Moabit,Mitte,True,2024,2024-12-12,Room,False,22.6,399.11,562.53,17.66
1867,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2024,2024-06-09,Apartment,True,35.4,782.86,919.76,22.11
1868,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2024,2024-10-25,Room,True,17.0,390.59,555.51,22.98
1869,6,Moabit,Mitte,True,2024,2024-03-18,Apartment,False,49.5,686.24,864.72,13.86
1870,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2024,2024-08-28,Room,False,22.7,428.96,577.81,18.9
1871,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-03-16,Apartment,False,80.2,1093.37,1389.91,13.63
1872,6,Moabit,Mitte,True,2024,2024-10-27,Room,True,26.3,535.21,693.73,20.35
1873,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-09-08,Apartment,True,57.0,895.01,1072.73,15.7
1874,4,Lichtenberg,Lichtenberg,False,2024,2024-03-10,Apartment,False,84.4,1109.85,1376.72,13.15
1875,8,Pankow,Pankow,False,2024,2024-12-08,Room,False,16.1,261.83,421.42,16.26
1876,9,Prenzlauer Berg,Pankow,True,2024,2024-09-10,Apartment,True,70.6,1639.14,1896.3,23.22
1877,5,Mitte,Mitte,True,2024,2024-09-19,Apartment,False,84.6,1589.06,1870.56,18.78
1878,7,Neukölln,Neukölln,True,2024,2024-11-28,Apartment,False,36.2,534.49,652.15,14.76
1879,9,Prenzlauer Berg,Pankow,True,2024,2024-12-02,Apartment,True,84.8,1804.11,2142.94,21.27
1880,6,Moabit,Mitte,True,2024,2024-10-20,Apartment,True,36.6,752.0,865.81,20.55
1881,5,Mitte,Mitte,True,2024,2024-07-11,Room,True,20.6,527.7,663.86,25.62
1882,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2024,2024-03-08,Room,False,27.9,508.42,664.25,18.22
1883,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2024,2024-12-09,Apartment,False,59.4,927.97,1160.94,15.62
1884,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2024,2024-03-06,Apartment,False,78.1,1464.07,1707.8,18.75
1885,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2024,2024-02-08,Room,True,14.9,347.07,475.0,23.29
1886,5,Mitte,Mitte,True,2024,2024-10-25,Apartment,False,52.1,1075.76,1240.57,20.65
1887,4,Lichtenberg,Lichtenberg,False,2024,2024-11-09,Apartment,False,66.6,794.66,1040.98,11.93
1888,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2024,2024-02-16,Room,True,26.9,656.51,812.83,24.41
1889,5,Mitte,Mitte,True,2024,2024-11-16,Room,False,16.9,372.7,514.11,22.05
1890,12,Wedding,Mitte,True,2024,2024-08-28,Room,False,23.9,377.66,533.44,15.8
1891,7,Neukölln,Neukölln,True,2024,2024-02-10,Apartment,False,78.0,1177.94,1455.37,15.1
1892,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2024,2024-02-08,Apartment,True,78.9,1710.84,1964.24,21.68
1893,9,Prenzlauer Berg,Pankow,True,2024,2024-11-03,Room,True,27.9,649.06,799.71,23.26
1894,10,Schöneberg,Tempelhof-Schöneberg,True,2024,2024-12-01,Apartment,True,56.3,1200.02,1401.43,21.31
1895,4,Lichtenberg,Lichtenberg,False,2024,2024-01-31,Room,False,14.9,201.29,340.78,13.51
1896,8,Pankow,Pankow,False,2024,2024-12-11,Apartment,False,68.7,956.65,1197.19,13.93
1897,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2024,2024-02-03,Room,False,26.8,541.78,693.03,20.22
1898,8,Pankow,Pankow,False,2024,2024-09-12,Room,False,20.3,318.62,464.24,15.7
1899,7,Neukölln,Neukölln,True,2024,2024-06-29,Apartment,True,85.0,1532.27,1799.04,18.03
1900,10,Schöneberg,Tempelhof-Schöneberg,True,2024,2024-08-25,Apartment,False,81.2,1369.74,1692.51,16.87
1901,6,Moabit,Mitte,True,2024,2024-06-11,Apartment,True,72.5,1261.53,1495.38,17.4
1902,10,Schöneberg,Tempelhof-Schöneberg,True,2024,2024-12-04,Apartment,False,55.0,798.13,1007.8,14.51
1903,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2024,2024-05-18,Room,False,17.0,314.08,459.33,18.48
1904,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2024,2024-05-22,Room,False,16.2,313.27,475.69,19.34
1905,9,Prenzlauer Berg,Pankow,True,2024,2024-09-06,Room,False,21.0,419.83,582.15,19.99
1906,4,Lichtenberg,Lichtenberg,False,2024,2024-05-28,Room,False,14.9,209.66,355.11,14.07
1907,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2024,2024-06-06,Room,False,25.3,497.5,622.08,19.66
1908,4,Lichtenberg,Lichtenberg,False,2024,2024-03-07,Room,False,23.6,337.47,466.95,14.3
1909,12,Wedding,Mitte,True,2024,2024-08-30,Room,False,25.3,421.8,562.43,16.67
1910,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2024,2024-06-09,Room,True,17.4,444.05,609.01,25.52
1911,4,Lichtenberg,Lichtenberg,False,2024,2024-06-18,Apartment,False,74.3,923.04,1191.97,12.42
1912,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-10-30,Room,True,18.5,346.23,480.53,18.72
1913,8,Pankow,Pankow,False,2024,2024-09-18,Room,False,20.8,313.66,438.53,15.08
1914,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2024,2024-05-16,Room,True,18.5,436.44,600.96,23.59
1915,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2024,2024-01-31,Room,False,25.1,476.38,606.82,18.98
1916,6,Moabit,Mitte,True,2024,2024-03-15,Room,False,18.6,332.71,478.42,17.89
1917,7,Neukölln,Neukölln,True,2024,2024-11-26,Apartment,False,50.7,826.42,992.72,16.3
1918,9,Prenzlauer Berg,Pankow,True,2024,2024-04-09,Apartment,False,41.0,771.52,925.76,18.82
1919,12,Wedding,Mitte,True,2024,2024-05-13,Apartment,True,74.5,1283.85,1515.53,17.23
1920,9,Prenzlauer Berg,Pankow,True,2024,2024-03-16,Room,True,23.1,561.1,706.02,24.29
1921,6,Moabit,Mitte,True,2024,2024-05-20,Apartment,False,64.7,1010.02,1216.86,15.61
1922,6,Moabit,Mitte,True,2024,2024-01-09,Room,False,20.3,328.9,458.68,16.2
1923,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2024,2024-01-14,Room,True,20.7,474.42,615.3,22.92
1924,4,Lichtenberg,Lichtenberg,False,2024,2024-06-14,Room,True,16.5,297.31,450.27,18.02
1925,8,Pankow,Pankow,False,2024,2024-02-04,Apartment,True,60.6,1036.77,1251.72,17.11
1926,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2024,2024-07-01,Room,False,27.2,520.2,678.16,19.13
1927,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2024,2024-07-21,Room,True,15.0,314.9,457.64,20.99
1928,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-05-13,Room,False,25.4,370.9,500.09,14.6
1929,9,Prenzlauer Berg,Pankow,True,2024,2024-04-25,Room,False,21.8,410.69,572.62,18.84
1930,6,Moabit,Mitte,True,2024,2024-06-14,Room,True,17.3,346.18,492.71,20.01
1931,10,Schöneberg,Tempelhof-Schöneberg,True,2024,2024-12-08,Apartment,False,36.0,599.02,726.57,16.64
1932,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-10-25,Apartment,False,37.0,472.4,594.05,12.77
1933,6,Moabit,Mitte,True,2024,2024-03-25,Room,False,22.1,369.62,534.06,16.72
1934,10,Schöneberg,Tempelhof-Schöneberg,True,2024,2024-10-11,Room,False,26.8,500.54,637.2,18.68
1935,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2024,2024-05-13,Apartment,True,45.1,914.18,1067.27,20.27
1936,10,Schöneberg,Tempelhof-Schöneberg,True,2024,2024-07-26,Room,True,14.4,320.18,467.21,22.23
1937,9,Prenzlauer Berg,Pankow,True,2024,2024-10-18,Room,True,25.3,654.91,787.92,25.89
1938,11,Steglitz,Steglitz-Zehlendorf,False,2024,2024-07-03,Apartment,False,68.7,922.82,1186.36,13.43
1939,6,Moabit,Mitte,True,2024,2024-09-18,Room,False,21.9,395.06,530.41,18.04
1940,5,Mitte,Mitte,True,2024,2024-06-16,Room,True,16.5,412.46,568.86,25.0
1941,6,Moabit,Mitte,True,2024,2024-05-26,Apartment,False,43.3,645.22,801.31,14.9
1942,4,Lichtenberg,Lichtenberg,False,2024,2024-01-06,Apartment,True,65.8,1109.16,1349.81,16.86
1943,7,Neukölln,Neukölln,True,2024,2024-04-20,Apartment,True,54.1,1001.86,1172.18,18.52
1944,4,Lichtenberg,Lichtenberg,False,2024,2024-01-12,Room,False,26.3,356.06,498.85,13.54
1945,7,Neukölln,Neukölln,True,2024,2024-04-14,Apartment,False,50.1,732.11,929.36,14.61
1946,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2024,2024-08-31,Apartment,False,69.1,1108.73,1380.84,16.05
1947,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2024,2024-05-18,Room,True,17.3,439.1,588.19,25.38
1948,5,Mitte,Mitte,True,2024,2024-12-13,Apartment,False,71.6,1292.84,1519.0,18.06
1949,10,Schöneberg,Tempelhof-Schöneberg,True,2024,2024-10-22,Room,False,25.6,455.28,623.06,17.78
1950,5,Mitte,Mitte,True,2024,2024-04-13,Apartment,False,78.8,1573.28,1868.54,19.97
1951,7,Neukölln,Neukölln,True,2025,2025-11-29,Room,True,26.2,558.54,694.63,21.32
1952,5,Mitte,Mitte,True,2025,2025-04-29,Apartment,False,56.8,1258.01,1478.94,22.15
1953,11,Steglitz,Steglitz-Zehlendorf,False,2025,2025-03-25,Apartment,True,53.2,885.27,1091.43,16.64
1954,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2025,2025-03-31,Apartment,True,62.6,1279.06,1514.57,20.43
1955,8,Pankow,Pankow,False,2025,2025-09-11,Room,False,18.9,291.17,463.81,15.41
1956,4,Lichtenberg,Lichtenberg,False,2025,2025-07-03,Apartment,True,56.6,968.43,1180.65,17.11
1957,4,Lichtenberg,Lichtenberg,False,2025,2025-09-17,Apartment,False,78.1,959.35,1231.8,12.28
1958,4,Lichtenberg,Lichtenberg,False,2025,2025-04-16,Room,True,22.9,445.96,607.78,19.47
1959,11,Steglitz,Steglitz-Zehlendorf,False,2025,2025-09-24,Room,False,26.3,434.41,594.89,16.52
1960,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2025,2025-06-21,Apartment,True,62.5,1599.89,1853.99,25.6
1961,6,Moabit,Mitte,True,2025,2025-12-03,Room,False,25.2,454.89,608.66,18.05
1962,10,Schöneberg,Tempelhof-Schöneberg,True,2025,2025-08-21,Room,True,19.7,450.0,614.82,22.84
1963,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2025,2025-09-16,Apartment,False,44.4,767.05,951.94,17.28
1964,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2025,2025-06-05,Apartment,False,69.7,1258.56,1546.44,18.06
1965,9,Prenzlauer Berg,Pankow,True,2025,2025-04-06,Apartment,True,75.7,1576.2,1845.61,20.82
1966,4,Lichtenberg,Lichtenberg,False,2025,2025-12-24,Room,True,27.3,486.68,640.82,17.83
1967,8,Pankow,Pankow,False,2025,2025-09-02,Room,False,16.9,265.82,428.36,15.73
1968,4,Lichtenberg,Lichtenberg,False,2025,2025-12-25,Apartment,True,59.6,869.51,1076.8,14.59
1969,6,Moabit,Mitte,True,2025,2025-11-14,Apartment,False,62.0,908.78,1161.1,14.66
1970,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2025,2025-02-14,Apartment,False,84.7,1425.41,1791.02,16.83
1971,6,Moabit,Mitte,True,2025,2025-07-14,Room,True,17.4,396.97,537.2,22.81
1972,11,Steglitz,Steglitz-Zehlendorf,False,2025,2025-12-27,Room,False,20.6,308.67,469.54,14.98
1973,6,Moabit,Mitte,True,2025,2025-01-15,Room,False,14.1,238.68,413.5,16.93
1974,12,Wedding,Mitte,True,2025,2025-10-02,Room,False,20.5,351.5,504.97,17.15
1975,4,Lichtenberg,Lichtenberg,False,2025,2025-03-25,Apartment,True,40.9,643.62,801.35,15.74
1976,5,Mitte,Mitte,True,2025,2025-09-06,Room,True,15.5,410.02,554.98,26.45
1977,9,Prenzlauer Berg,Pankow,True,2025,2025-01-23,Room,False,25.3,572.52,743.28,22.63
1978,7,Neukölln,Neukölln,True,2025,2025-12-25,Room,True,23.6,540.75,696.76,22.91
1979,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2025,2025-07-07,Room,True,24.4,653.65,809.36,26.79
1980,11,Steglitz,Steglitz-Zehlendorf,False,2025,2025-08-03,Room,False,26.6,401.34,561.8,15.09
1981,6,Moabit,Mitte,True,2025,2025-12-07,Room,False,23.8,398.97,538.9,16.76
1982,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2025,2025-01-13,Apartment,False,47.2,873.58,1042.26,18.51
1983,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2025,2025-09-02,Room,True,16.8,436.8,597.88,26.0
1984,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2025,2025-04-14,Apartment,False,64.1,1116.7,1340.14,17.42
1985,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2025,2025-01-07,Room,False,19.5,403.22,562.18,20.68
1986,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2025,2025-05-05,Apartment,True,61.5,1417.68,1647.54,23.05
1987,6,Moabit,Mitte,True,2025,2025-11-21,Apartment,True,58.7,1100.46,1323.47,18.75
1988,4,Lichtenberg,Lichtenberg,False,2025,2025-02-04,Apartment,False,42.3,515.92,681.27,12.2
1989,6,Moabit,Mitte,True,2025,2025-11-17,Apartment,False,63.3,954.39,1215.7,15.08
1990,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2025,2025-06-14,Apartment,False,55.3,993.75,1186.67,17.97
1991,10,Schöneberg,Tempelhof-Schöneberg,True,2025,2025-04-26,Room,False,27.0,503.8,667.09,18.66
1992,11,Steglitz,Steglitz-Zehlendorf,False,2025,2025-11-22,Apartment,False,82.5,1094.6,1409.41,13.27
1993,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2025,2025-08-02,Room,False,21.0,414.62,577.61,19.74
1994,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2025,2025-05-23,Apartment,False,73.9,1449.27,1706.88,19.61
1995,10,Schöneberg,Tempelhof-Schöneberg,True,2025,2025-11-06,Room,False,27.8,514.85,688.48,18.52
1996,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2025,2025-12-19,Apartment,False,58.5,1003.82,1245.52,17.16
1997,8,Pankow,Pankow,False,2025,2025-08-29,Apartment,False,65.3,924.01,1183.03,14.15
1998,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2025,2025-05-09,Room,False,18.8,364.19,528.6,19.37
1999,4,Lichtenberg,Lichtenberg,False,2025,2025-05-03,Room,True,18.0,324.1,500.86,18.01
2000,8,Pankow,Pankow,False,2025,2025-05-23,Room,False,16.7,258.96,425.38,15.51
2001,7,Neukölln,Neukölln,True,2025,2025-12-19,Apartment,False,44.4,745.02,929.64,16.78
2002,7,Neukölln,Neukölln,True,2025,2025-08-25,Room,False,24.0,449.39,594.59,18.72
2003,8,Pankow,Pankow,False,2025,2025-11-21,Apartment,True,71.1,1139.08,1422.65,16.02
2004,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2025,2025-05-19,Room,False,21.0,390.37,548.17,18.59
2005,8,Pankow,Pankow,False,2025,2025-10-09,Apartment,True,47.7,724.24,904.97,15.18
2006,10,Schöneberg,Tempelhof-Schöneberg,True,2025,2025-10-26,Room,True,27.1,653.77,834.36,24.12
2007,7,Neukölln,Neukölln,True,2025,2025-09-08,Apartment,False,48.3,862.64,1056.58,17.86
2008,8,Pankow,Pankow,False,2025,2025-01-28,Room,False,18.4,276.8,418.33,15.04
2009,5,Mitte,Mitte,True,2025,2025-12-18,Apartment,True,62.4,1562.25,1829.52,25.04
2010,10,Schöneberg,Tempelhof-Schöneberg,True,2025,2025-11-16,Room,False,21.9,385.02,536.21,17.58
2011,11,Steglitz,Steglitz-Zehlendorf,False,2025,2025-05-17,Room,False,17.2,269.39,431.07,15.66
2012,12,Wedding,Mitte,True,2025,2025-07-16,Room,True,14.3,295.73,439.46,20.68
2013,9,Prenzlauer Berg,Pankow,True,2025,2025-09-06,Apartment,True,43.0,1049.41,1235.46,24.4
2014,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2025,2025-03-30,Room,False,17.1,353.87,497.32,20.69
2015,9,Prenzlauer Berg,Pankow,True,2025,2025-08-17,Room,True,23.4,611.22,785.45,26.12
2016,9,Prenzlauer Berg,Pankow,True,2025,2025-07-16,Room,False,19.7,416.85,559.62,21.16
2017,8,Pankow,Pankow,False,2025,2025-09-26,Apartment,True,73.3,1204.43,1486.12,16.43
2018,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2025,2025-07-10,Room,False,22.6,458.74,622.03,20.3
2019,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2025,2025-04-17,Apartment,False,69.9,1296.67,1587.4,18.55
2020,9,Prenzlauer Berg,Pankow,True,2025,2025-11-04,Room,False,17.5,361.75,508.14,20.67
2021,6,Moabit,Mitte,True,2025,2025-01-12,Apartment,False,63.2,1023.73,1245.45,16.2
2022,10,Schöneberg,Tempelhof-Schöneberg,True,2025,2025-08-12,Apartment,True,36.0,739.31,877.25,20.54
2023,7,Neukölln,Neukölln,True,2025,2025-10-27,Room,True,26.8,559.64,705.5,20.88
2024,4,Lichtenberg,Lichtenberg,False,2025,2025-01-25,Apartment,False,44.8,536.95,706.89,11.99
2025,9,Prenzlauer Berg,Pankow,True,2025,2025-02-10,Room,False,15.3,335.99,474.24,21.96
2026,12,Wedding,Mitte,True,2025,2025-04-06,Apartment,False,49.7,767.59,951.51,15.44
2027,9,Prenzlauer Berg,Pankow,True,2025,2025-04-01,Room,True,14.9,406.76,568.53,27.3
2028,7,Neukölln,Neukölln,True,2025,2025-04-11,Apartment,False,79.7,1249.31,1582.21,15.68
2029,8,Pankow,Pankow,False,2025,2025-08-25,Apartment,True,40.1,700.19,843.02,17.46
2030,12,Wedding,Mitte,True,2025,2025-01-05,Apartment,False,42.6,666.05,822.44,15.63
2031,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2025,2025-01-30,Apartment,False,60.7,954.68,1191.66,15.73
2032,10,Schöneberg,Tempelhof-Schöneberg,True,2025,2025-10-21,Room,True,16.2,359.02,532.56,22.16
2033,7,Neukölln,Neukölln,True,2025,2025-11-07,Apartment,False,70.5,1203.71,1457.22,17.07
2034,5,Mitte,Mitte,True,2025,2025-07-22,Room,True,14.0,386.96,553.45,27.64
