listing_id,district_id,district_name,property_type,is_furnished,size_sqm,cold_rent_eur,warm_rent_eur,sample_size_total
1992,5,Charlottenburg,Apartment,No,44,654,800,380
1993,5,Charlottenburg,Apartment,No,64,959,1187,380
1994,5,Charlottenburg,Apartment,No,66,1142,1371,380
1995,5,Charlottenburg,Apartment,No,28,402,492,380
1996,5,Charlottenburg,Apartment,No,35,485,605,380
1997,5,Charlottenburg,Apartment,No,65,1121,1332,380
1998,5,Charlottenburg,Apartment,No,69,1158,1369,380
1999,5,Charlottenburg,Apartment,No,65,1041,1265,380
2000,5,Charlottenburg,Apartment,No,51,831,995,380
2001,5,Charlottenburg,Apartment,No,46,702,864,380
2002,5,Charlottenburg,Apartment,No,66,932,1139,380
2003,5,Charlottenburg,Apartment,No,72,1010,1256,380
2004,5,Charlottenburg,Apartment,No,41,694,838,380
2005,5,Charlottenburg,Apartment,No,62,969,1188,380
2006,5,Charlottenburg,Apartment,No,56,964,1133,380
2007,5,Charlottenburg,Apartment,No,33,491,606,380
2008,5,Charlottenburg,Apartment,No,34,477,577,380
2009,5,Charlottenburg,Apartment,Yes,46,851,1012,380
2010,5,Charlottenburg,Apartment,No,50,731,890,380
2011,5,Charlottenburg,Apartment,No,56,881,1076,380
2012,5,Charlottenburg,Apartment,No,58,801,1005,380
2013,5,Charlottenburg,Apartment,No,56,885,1065,380
2014,5,Charlottenburg,Apartment,No,72,1172,1415,380
2015,5,Charlottenburg,Apartment,No,52,806,980,380
2016,5,Charlottenburg,Apartment,No,52,766,948,380
2017,5,Charlottenburg,Apartment,No,62,1089,1274,380
2018,5,Charlottenburg,Apartment,Yes,50,1088,1232,380
2019,5,Charlottenburg,Apartment,No,66,914,1113,380
2020,5,Charlottenburg,Apartment,No,52,888,1062,380
2021,5,Charlottenburg,Apartment,No,39,542,660,380
2022,5,Charlottenburg,Apartment,Yes,60,1265,1455,380
2023,5,Charlottenburg,Apartment,No,70,1185,1396,380
2024,5,Charlottenburg,Apartment,No,71,1050,1274,380
2025,5,Charlottenburg,Apartment,No,42,694,818,380
2026,5,Charlottenburg,Apartment,No,50,767,930,380
2027,5,Charlottenburg,Apartment,No,42,665,788,380
2028,5,Charlottenburg,Apartment,No,28,480,568,380
2029,5,Charlottenburg,Apartment,No,52,826,1001,380
2030,5,Charlottenburg,Apartment,No,45,650,805,380
2031,6,Schöneberg,Apartment,No,34,404,503,310
2032,6,Schöneberg,Apartment,No,52,728,880,310
2033,6,Schöneberg,Apartment,No,57,729,903,310
2034,6,Schöneberg,Apartment,No,38,455,567,310
2035,6,Schöneberg,Apartment,No,74,929,1167,310
2036,6,Schöneberg,Apartment,Yes,42,718,855,310
2037,6,Schöneberg,Apartment,Yes,82,1508,1759,310
2038,6,Schöneberg,Apartment,No,40,499,627,310
2039,6,Schöneberg,Apartment,Yes,52,775,954,310
2040,6,Schöneberg,Apartment,No,72,910,1136,310
2041,6,Schöneberg,Apartment,No,75,1093,1322,310
2042,6,Schöneberg,Apartment,No,55,778,949,310
2043,6,Schöneberg,Apartment,No,57,742,918,310
2044,6,Schöneberg,Apartment,No,60,757,961,310
2045,6,Schöneberg,Apartment,Yes,48,777,926,310
2046,6,Schöneberg,Apartment,No,32,383,488,310
2047,6,Schöneberg,Apartment,No,34,446,555,310
2048,6,Schöneberg,Apartment,No,74,987,1200,310
2049,6,Schöneberg,Apartment,No,37,463,595,310
2050,6,Schöneberg,Apartment,No,57,825,1000,310
2051,6,Schöneberg,Apartment,No,52,612,779,310
2052,6,Schöneberg,Apartment,No,34,497,614,310
2053,6,Schöneberg,Apartment,No,48,624,768,310
2054,6,Schöneberg,Apartment,No,55,691,863,310
2055,6,Schöneberg,Apartment,Yes,44,669,803,310
2056,6,Schöneberg,Apartment,No,66,914,1124,310
2057,6,Schöneberg,Apartment,No,73,875,1132,310
2058,6,Schöneberg,Apartment,No,52,618,793,310
2059,6,Schöneberg,Apartment,No,28,340,421,310
2060,6,Schöneberg,Apartment,Yes,36,596,704,310
2061,6,Schöneberg,Apartment,Yes,55,958,1130,310
2062,6,Schöneberg,Apartment,No,52,738,889,310
2063,6,Schöneberg,Apartment,No,47,679,835,310
2064,6,Schöneberg,Apartment,No,36,504,615,310
2065,6,Schöneberg,Apartment,Yes,30,449,536,310
2066,6,Schöneberg,Apartment,Yes,63,940,1132,310
2067,6,Schöneberg,Apartment,No,36,467,578,310
2068,6,Schöneberg,Apartment,Yes,66,1075,1287,310
2069,6,Schöneberg,Apartment,No,84,1234,1508,310
2070,6,Schöneberg,Apartment,No,53,767,953,310
2071,6,Schöneberg,Apartment,No,54,709,900,310
2072,6,Schöneberg,Apartment,No,58,767,961,310
2073,6,Schöneberg,Apartment,No,39,483,610,310
2074,6,Schöneberg,Apartment,No,51,700,876,310
2075,6,Schöneberg,Apartment,No,56,658,834,310
2076,6,Schöneberg,Apartment,No,64,866,1063,310
2077,6,Schöneberg,Apartment,No,49,633,793,310
2078,6,Schöneberg,Apartment,No,44,578,712,310
2079,6,Schöneberg,Apartment,No,59,829,1009,310
2080,6,Schöneberg,Apartment,No,64,770,992,310
2081,6,Schöneberg,Apartment,No,52,610,769,310
2082,6,Schöneberg,Apartment,No,57,774,977,310
2083,6,Schöneberg,Apartment,Yes,61,1086,1286,310
2084,6,Schöneberg,Apartment,No,49,673,835,310
2085,6,Schöneberg,Apartment,Yes,55,968,1160,310
2086,6,Schöneberg,Apartment,No,52,645,811,310
2087,6,Schöneberg,Apartment,No,67,881,1097,310
2088,6,Schöneberg,Apartment,No,53,627,811,310
2089,6,Schöneberg,Apartment,No,56,763,925,310
2090,6,Schöneberg,Apartment,No,38,566,679,310
2091,6,Schöneberg,Apartment,No,58,793,959,310
2092,6,Schöneberg,Apartment,No,40,584,706,310
2093,6,Schöneberg,Apartment,Yes,28,508,593,310
2094,6,Schöneberg,Apartment,Yes,43,780,932,310
2095,6,Schöneberg,Apartment,Yes,58,913,1076,310
2096,6,Schöneberg,Apartment,No,34,460,564,310
2097,6,Schöneberg,Apartment,Yes,64,1094,1287,310
2098,6,Schöneberg,Apartment,No,57,763,923,310
2099,6,Schöneberg,Apartment,Yes,75,1277,1521,310
2100,6,Schöneberg,Apartment,No,60,715,912,310
2101,6,Schöneberg,Apartment,No,47,616,760,310
2102,6,Schöneberg,Apartment,No,50,702,855,310
2103,6,Schöneberg,Apartment,No,61,840,1011,310
2104,6,Schöneberg,Apartment,No,67,936,1174,310
2105,6,Schöneberg,Apartment,No,56,701,873,310
2106,6,Schöneberg,Apartment,No,67,888,1103,310
2107,6,Schöneberg,Apartment,No,53,745,920,310
2108,6,Schöneberg,Apartment,No,62,794,996,310
2109,6,Schöneberg,Apartment,No,85,1074,1318,310
2110,6,Schöneberg,Apartment,No,51,605,751,310
2111,6,Schöneberg,Apartment,Yes,53,834,1003,310
2112,6,Schöneberg,Apartment,No,48,609,758,310
2113,6,Schöneberg,Apartment,No,40,598,721,310
2114,6,Schöneberg,Apartment,No,54,756,943,310
2115,6,Schöneberg,Apartment,Yes,73,1099,1346,310
2116,6,Schöneberg,Apartment,No,48,595,742,310
2117,6,Schöneberg,Apartment,No,46,598,762,310
2118,6,Schöneberg,Apartment,Yes,51,853,1018,310
2119,6,Schöneberg,Apartment,Yes,51,865,1043,310
2120,6,Schöneberg,Apartment,No,50,622,770,310
2121,6,Schöneberg,Apartment,No,46,614,752,310
2122,6,Schöneberg,Apartment,No,68,907,1105,310
2123,6,Schöneberg,Apartment,No,56,732,905,310
2124,6,Schöneberg,Apartment,Yes,58,1023,1221,310
2125,6,Schöneberg,Apartment,No,41,525,651,310
2126,6,Schöneberg,Apartment,No,60,849,1024,310
2127,6,Schöneberg,Apartment,No,55,684,857,310
2128,6,Schöneberg,Apartment,No,51,608,779,310
2129,6,Schöneberg,Apartment,No,65,822,1053,310
2130,6,Schöneberg,Apartment,No,52,672,851,310
2131,6,Schöneberg,Apartment,No,66,801,993,310
2132,6,Schöneberg,Apartment,No,40,573,708,310
2133,6,Schöneberg,Apartment,No,53,713,875,310
2134,6,Schöneberg,Apartment,No,60,795,1010,310
2135,6,Schöneberg,Apartment,Yes,51,882,1041,310
2136,6,Schöneberg,Apartment,No,64,949,1159,310
2137,6,Schöneberg,Apartment,Yes,54,843,1017,310
2138,6,Schöneberg,Apartment,Yes,53,833,1005,310
2139,6,Schöneberg,Apartment,No,37,491,607,310
2140,6,Schöneberg,Apartment,Yes,66,1018,1230,310
2141,6,Schöneberg,Apartment,No,45,578,719,310
2142,6,Schöneberg,Apartment,No,71,956,1183,310
2143,6,Schöneberg,Apartment,No,52,637,821,310
2144,6,Schöneberg,Apartment,No,39,533,655,310
2145,6,Schöneberg,Apartment,No,55,781,977,310
2146,6,Schöneberg,Apartment,Yes,61,1095,1274,310
2147,6,Schöneberg,Apartment,Yes,41,645,761,310
2148,6,Schöneberg,Apartment,No,40,478,596,310
2149,6,Schöneberg,Apartment,No,60,812,1001,310
2150,6,Schöneberg,Apartment,No,44,573,720,310
2151,6,Schöneberg,Apartment,No,65,914,1146,310
2152,6,Schöneberg,Apartment,Yes,64,1148,1328,310
2153,6,Schöneberg,Apartment,No,61,901,1101,310
2154,6,Schöneberg,Apartment,Yes,74,1225,1437,310
2155,6,Schöneberg,Apartment,No,76,1085,1353,310
2156,6,Schöneberg,Apartment,No,52,768,930,310
2157,6,Schöneberg,Apartment,No,62,896,1074,310
2158,6,Schöneberg,Apartment,No,53,722,882,310
2159,6,Schöneberg,Apartment,Yes,63,1020,1220,310
2160,6,Schöneberg,Apartment,Yes,49,741,896,310
2161,6,Schöneberg,Apartment,No,43,506,643,310
2162,6,Schöneberg,Apartment,No,68,948,1176,310
2163,6,Schöneberg,Apartment,Yes,65,1081,1288,310
2164,6,Schöneberg,Apartment,No,65,856,1054,310
2165,6,Schöneberg,Apartment,No,53,663,844,310
2166,6,Schöneberg,Apartment,No,47,600,738,310
2167,6,Schöneberg,Apartment,No,47,619,776,310
2168,6,Schöneberg,Apartment,Yes,56,963,1122,310
2169,6,Schöneberg,Apartment,No,39,475,594,310
2170,6,Schöneberg,Apartment,No,40,536,660,310
2171,6,Schöneberg,Apartment,No,41,518,634,310
2172,6,Schöneberg,Apartment,No,67,801,1039,310
2173,6,Schöneberg,Apartment,Yes,47,849,1004,310
2174,6,Schöneberg,Apartment,No,55,790,954,310
2175,6,Schöneberg,Apartment,No,85,1143,1446,310
2176,6,Schöneberg,Apartment,Yes,61,1116,1326,310
2177,6,Schöneberg,Apartment,No,52,751,928,310
2178,6,Schöneberg,Apartment,No,31,377,482,310
2179,6,Schöneberg,Apartment,No,47,590,748,310
2180,6,Schöneberg,Apartment,No,40,516,631,310
2181,6,Schöneberg,Apartment,Yes,46,794,931,310
2182,6,Schöneberg,Apartment,No,66,962,1169,310
2183,6,Schöneberg,Apartment,Yes,43,688,832,310
2184,6,Schöneberg,Apartment,No,60,851,1053,310
2185,6,Schöneberg,Apartment,Yes,37,636,749,310
2186,6,Schöneberg,Apartment,No,46,607,756,310
2187,6,Schöneberg,Apartment,Yes,58,862,1059,310
2188,6,Schöneberg,Apartment,No,59,856,1062,310
2189,6,Schöneberg,Apartment,No,48,698,835,310
2190,6,Schöneberg,Apartment,Yes,42,749,872,310
2191,6,Schöneberg,Apartment,Yes,57,954,1133,310
2192,6,Schöneberg,Apartment,No,62,764,963,310
2193,6,Schöneberg,Apartment,No,69,985,1221,310
2194,6,Schöneberg,Apartment,No,54,665,854,310
2195,6,Schöneberg,Apartment,No,51,712,891,310
2196,6,Schöneberg,Apartment,No,50,633,785,310
2197,6,Schöneberg,Apartment,Yes,29,487,589,310
2198,6,Schöneberg,Apartment,No,66,829,1043,310
2199,6,Schöneberg,Apartment,No,61,789,960,310
2200,6,Schöneberg,Apartment,No,41,541,657,310
2201,6,Schöneberg,Apartment,No,38,514,625,310
2202,6,Schöneberg,Apartment,No,64,833,1040,310
2203,6,Schöneberg,Apartment,No,52,635,812,310
2204,6,Schöneberg,Apartment,No,35,422,522,310
2205,6,Schöneberg,Apartment,No,34,456,576,310
2206,6,Schöneberg,Apartment,No,60,809,996,310
2207,6,Schöneberg,Apartment,Yes,61,999,1210,310
2208,6,Schöneberg,Apartment,Yes,46,708,847,310
2209,6,Schöneberg,Apartment,No,39,548,657,310
2210,6,Schöneberg,Apartment,No,39,547,659,310
2211,6,Schöneberg,Apartment,No,45,596,757,310
2212,6,Schöneberg,Apartment,No,36,505,615,310
2213,6,Schöneberg,Apartment,No,77,938,1207,310
2214,6,Schöneberg,Apartment,No,42,526,673,310
2215,6,Schöneberg,Apartment,No,37,515,640,310
2216,6,Schöneberg,Apartment,Yes,67,1112,1351,310
2217,6,Schöneberg,Apartment,No,28,370,468,310
2218,6,Schöneberg,Apartment,Yes,54,835,1021,310
2219,6,Schöneberg,Apartment,No,45,543,691,310
2220,6,Schöneberg,Apartment,Yes,48,859,1017,310
2221,6,Schöneberg,Apartment,No,49,653,804,310
2222,6,Schöneberg,Apartment,No,43,528,664,310
2223,6,Schöneberg,Apartment,No,28,415,505,310
2224,6,Schöneberg,Apartment,No,50,705,882,310
2225,6,Schöneberg,Apartment,No,44,527,660,310
2226,6,Schöneberg,Apartment,No,28,342,432,310
2227,6,Schöneberg,Apartment,No,55,755,930,310
2228,6,Schöneberg,Apartment,No,46,646,789,310
2229,6,Schöneberg,Apartment,No,64,944,1127,310
2230,6,Schöneberg,Apartment,Yes,33,544,639,310
2231,6,Schöneberg,Apartment,No,64,836,1048,310
2232,6,Schöneberg,Apartment,No,47,668,822,310
2233,6,Schöneberg,Apartment,No,46,590,731,310
2234,6,Schöneberg,Apartment,No,39,470,580,310
2235,6,Schöneberg,Apartment,Yes,59,891,1091,310
2236,6,Schöneberg,Apartment,No,52,716,896,310
2237,6,Schöneberg,Apartment,No,52,726,906,310
2238,6,Schöneberg,Apartment,No,40,477,606,310
2239,6,Schöneberg,Apartment,Yes,34,583,692,310
2240,6,Schöneberg,Apartment,No,38,546,656,310
2241,6,Schöneberg,Apartment,Yes,34,596,693,310
2242,6,Schöneberg,Apartment,No,38,472,595,310
2243,6,Schöneberg,Apartment,Yes,48,771,925,310
2244,6,Schöneberg,Apartment,Yes,37,560,675,310
2245,6,Schöneberg,Apartment,No,43,573,702,310
2246,6,Schöneberg,Apartment,No,35,455,575,310
2247,6,Schöneberg,Apartment,No,66,947,1143,310
2248,6,Schöneberg,Apartment,No,60,846,1026,310
2249,6,Schöneberg,Apartment,No,57,801,981,310
2250,6,Schöneberg,Apartment,No,54,644,827,310
2251,6,Schöneberg,Apartment,Yes,33,562,656,310
2252,6,Schöneberg,Apartment,No,39,505,636,310
2253,6,Schöneberg,Apartment,No,56,707,906,310
2254,6,Schöneberg,Apartment,No,43,506,627,310
2255,6,Schöneberg,Apartment,No,55,701,872,310
2256,6,Schöneberg,Apartment,Yes,28,486,576,310
2257,6,Schöneberg,Apartment,No,36,455,563,310
2258,6,Schöneberg,Apartment,No,57,709,894,310
2259,6,Schöneberg,Apartment,No,65,879,1075,310
2260,6,Schöneberg,Apartment,No,58,686,883,310
2261,6,Schöneberg,Apartment,No,64,844,1043,310
2262,6,Schöneberg,Apartment,No,60,733,929,310
2263,6,Schöneberg,Apartment,No,28,374,459,310
2264,6,Schöneberg,Apartment,No,53,761,929,310
2265,6,Schöneberg,Apartment,Yes,40,647,790,310
2266,6,Schöneberg,Apartment,No,39,512,648,310
2267,6,Schöneberg,Apartment,Yes,70,1089,1315,310
2268,6,Schöneberg,Apartment,Yes,28,502,585,310
2269,6,Schöneberg,Apartment,No,63,808,985,310
2270,6,Schöneberg,Apartment,No,60,790,985,310
2271,6,Schöneberg,Apartment,No,56,702,880,310
2272,6,Schöneberg,Apartment,No,49,653,801,310
2273,6,Schöneberg,Apartment,No,58,824,1020,310
2274,6,Schöneberg,Apartment,No,42,592,742,310
2275,6,Schöneberg,Apartment,No,46,566,700,310
2276,6,Schöneberg,Apartment,No,59,834,1036,310
2277,6,Schöneberg,Apartment,No,59,822,1002,310
2278,6,Schöneberg,Apartment,No,69,950,1145,310
2279,6,Schöneberg,Apartment,No,57,716,912,310
2280,6,Schöneberg,Apartment,No,62,787,1007,310
2281,6,Schöneberg,Apartment,Yes,43,715,843,310
2282,6,Schöneberg,Apartment,No,48,604,776,310
2283,6,Schöneberg,Apartment,No,56,824,1024,310
2284,6,Schöneberg,Apartment,Yes,36,665,772,310
2285,6,Schöneberg,Apartment,No,68,1014,1246,310
2286,6,Schöneberg,Apartment,No,60,768,956,310
2287,6,Schöneberg,Apartment,Yes,50,840,996,310
2288,6,Schöneberg,Apartment,No,69,945,1160,310
2289,6,Schöneberg,Apartment,Yes,56,942,1103,310
2290,6,Schöneberg,Apartment,No,54,669,821,310
2291,6,Schöneberg,Apartment,No,53,623,793,310
2292,6,Schöneberg,Apartment,Yes,32,543,649,310
2293,6,Schöneberg,Apartment,No,61,869,1046,310
2294,6,Schöneberg,Apartment,No,50,695,867,310
2295,6,Schöneberg,Apartment,No,61,909,1085,310
2296,6,Schöneberg,Apartment,No,69,993,1229,310
2297,6,Schöneberg,Apartment,No,53,723,887,310
2298,6,Schöneberg,Apartment,No,54,694,878,310
2299,6,Schöneberg,Apartment,Yes,40,665,792,310
2300,6,Schöneberg,Apartment,Yes,59,991,1187,310
2301,6,Schöneberg,Apartment,Yes,63,963,1145,310
2302,6,Schöneberg,Apartment,Yes,50,734,884,310
2303,6,Schöneberg,Apartment,Yes,62,1123,1311,310
2304,6,Schöneberg,Apartment,No,59,826,1010,310
2305,6,Schöneberg,Apartment,No,47,640,796,310
2306,6,Schöneberg,Apartment,No,64,951,1160,310
2307,6,Schöneberg,Apartment,No,51,610,766,310
2308,6,Schöneberg,Apartment,Yes,66,1007,1219,310
2309,6,Schöneberg,Apartment,No,36,528,637,310
2310,6,Schöneberg,Apartment,No,48,642,784,310
2311,6,Schöneberg,Apartment,No,42,499,641,310
2312,6,Schöneberg,Apartment,No,54,729,905,310
2313,6,Schöneberg,Apartment,No,59,701,908,310
2314,6,Schöneberg,Apartment,No,50,716,868,310
2315,6,Schöneberg,Apartment,Yes,47,842,1001,310
2316,6,Schöneberg,Apartment,Yes,55,827,1011,310
2317,6,Schöneberg,Apartment,No,51,621,801,310
2318,6,Schöneberg,Apartment,Yes,49,795,932,310
2319,6,Schöneberg,Apartment,No,60,721,911,310
2320,6,Schöneberg,Apartment,No,49,723,869,310
2321,6,Schöneberg,Apartment,Yes,51,803,970,310
2322,6,Schöneberg,Apartment,No,47,644,779,310
2323,6,Schöneberg,Apartment,No,44,582,736,310
2324,6,Schöneberg,Apartment,Yes,48,848,984,310
2325,6,Schöneberg,Apartment,No,40,511,639,310
2326,6,Schöneberg,Apartment,No,42,551,691,310
2327,6,Schöneberg,Apartment,No,35,428,547,310
2328,6,Schöneberg,Apartment,No,44,623,754,310
2329,6,Schöneberg,Apartment,No,70,929,1153,310
2330,6,Schöneberg,Apartment,Yes,75,1269,1486,310
2331,6,Schöneberg,Apartment,Yes,45,670,830,310
2332,6,Schöneberg,Apartment,No,57,678,846,310
2333,6,Schöneberg,Apartment,No,67,991,1198,310
2334,6,Schöneberg,Apartment,No,51,697,877,310
2335,6,Schöneberg,Apartment,No,54,689,842,310
2336,6,Schöneberg,Apartment,No,65,933,1132,310
2337,6,Schöneberg,Apartment,Yes,68,1029,1268,310
2338,6,Schöneberg,Apartment,No,51,754,906,310
2339,6,Schöneberg,Apartment,No,34,417,525,310
2340,6,Schöneberg,Apartment,No,38,552,678,310
2341,7,Moabit,Apartment,Yes,61,1154,1370,240
2342,7,Moabit,Apartment,No,61,810,981,240
2343,7,Moabit,Apartment,No,49,625,798,240
2344,7,Moabit,Apartment,Yes,47,715,852,240
2345,7,Moabit,Apartment,Yes,68,1034,1272,240
2346,7,Moabit,Apartment,No,66,1001,1204,240
2347,7,Moabit,Apartment,No,48,674,844,240
2348,7,Moabit,Apartment,No,59,745,937,240
2349,7,Moabit,Apartment,No,59,763,964,240
2350,7,Moabit,Apartment,Yes,68,1315,1530,240
2351,7,Moabit,Apartment,No,50,696,854,240
2352,7,Moabit,Apartment,No,62,916,1105,240
2353,7,Moabit,Apartment,No,35,443,560,240
2354,7,Moabit,Apartment,No,57,837,1037,240
2355,7,Moabit,Apartment,No,35,541,645,240
2356,7,Moabit,Apartment,No,64,873,1102,240
2357,7,Moabit,Apartment,No,68,977,1169,240
2358,7,Moabit,Apartment,Yes,77,1368,1609,240
2359,7,Moabit,Apartment,No,43,555,688,240
2360,7,Moabit,Apartment,Yes,61,1144,1333,240
2361,7,Moabit,Apartment,No,71,920,1174,240
2362,7,Moabit,Apartment,Yes,60,1068,1252,240
2363,7,Moabit,Apartment,No,40,521,643,240
2364,7,Moabit,Apartment,No,61,776,949,240
2365,7,Moabit,Apartment,No,51,636,783,240
2366,7,Moabit,Apartment,No,75,1066,1321,240
2367,7,Moabit,Apartment,Yes,56,868,1047,240
2368,7,Moabit,Apartment,No,59,885,1082,240
2369,7,Moabit,Apartment,No,44,540,667,240
2370,7,Moabit,Apartment,No,79,1133,1389,240
2371,7,Moabit,Apartment,No,52,794,966,240
2372,7,Moabit,Apartment,Yes,46,850,998,240
2373,7,Moabit,Apartment,No,48,727,872,240
2374,7,Moabit,Apartment,Yes,64,986,1187,240
2375,7,Moabit,Apartment,Yes,43,817,956,240
2376,7,Moabit,Apartment,No,43,612,746,240
2377,7,Moabit,Apartment,No,30,415,511,240
2378,7,Moabit,Apartment,No,41,518,641,240
2379,7,Moabit,Apartment,Yes,47,838,995,240
2380,7,Moabit,Apartment,No,70,962,1179,240
2381,7,Moabit,Apartment,Yes,51,957,1107,240
2382,7,Moabit,Apartment,No,79,996,1236,240
2383,7,Moabit,Apartment,No,63,808,1011,240
2384,7,Moabit,Apartment,No,61,777,963,240
2385,7,Moabit,Apartment,No,47,696,829,240
2386,7,Moabit,Apartment,Yes,46,821,962,240
2387,7,Moabit,Apartment,Yes,54,1027,1205,240
2388,7,Moabit,Apartment,No,40,529,644,240
2389,7,Moabit,Apartment,No,66,1017,1203,240
2390,7,Moabit,Apartment,Yes,63,1102,1318,240
2391,7,Moabit,Apartment,No,45,625,782,240
2392,7,Moabit,Apartment,Yes,42,722,859,240
2393,7,Moabit,Apartment,No,44,658,800,240
2394,7,Moabit,Apartment,No,66,850,1052,240
2395,7,Moabit,Apartment,No,57,882,1073,240
2396,7,Moabit,Apartment,No,46,598,742,240
2397,7,Moabit,Apartment,No,53,800,977,240
2398,7,Moabit,Apartment,No,84,1213,1512,240
2399,7,Moabit,Apartment,No,28,370,457,240
2400,7,Moabit,Apartment,Yes,44,749,875,240
2401,7,Moabit,Apartment,Yes,52,927,1088,240
2402,7,Moabit,Apartment,No,62,843,1035,240
2403,7,Moabit,Apartment,No,41,584,716,240
2404,7,Moabit,Apartment,No,50,609,776,240
2405,7,Moabit,Apartment,No,57,861,1023,240
2406,7,Moabit,Apartment,Yes,52,975,1155,240
2407,7,Moabit,Apartment,No,63,959,1181,240
2408,7,Moabit,Apartment,Yes,41,676,800,240
2409,7,Moabit,Apartment,No,55,757,942,240
2410,7,Moabit,Apartment,No,74,947,1169,240
2411,7,Moabit,Apartment,No,44,596,736,240
2412,7,Moabit,Apartment,Yes,43,811,951,240
2413,7,Moabit,Apartment,Yes,55,874,1039,240
2414,7,Moabit,Apartment,No,45,610,767,240
2415,7,Moabit,Apartment,Yes,54,852,1042,240
2416,7,Moabit,Apartment,No,40,545,687,240
2417,7,Moabit,Apartment,No,31,437,526,240
2418,7,Moabit,Apartment,No,85,1268,1511,240
2419,7,Moabit,Apartment,No,45,562,720,240
2420,7,Moabit,Apartment,Yes,67,1268,1502,240
2421,7,Moabit,Apartment,No,46,652,794,240
2422,7,Moabit,Apartment,No,65,988,1194,240
2423,7,Moabit,Apartment,No,52,663,842,240
2424,7,Moabit,Apartment,Yes,54,997,1179,240
2425,7,Moabit,Apartment,No,59,895,1066,240
2426,7,Moabit,Apartment,Yes,47,907,1072,240
2427,7,Moabit,Apartment,No,53,760,911,240
2428,7,Moabit,Apartment,No,64,939,1151,240
2429,7,Moabit,Apartment,No,28,356,438,240
2430,7,Moabit,Apartment,Yes,67,1073,1269,240
2431,7,Moabit,Apartment,No,59,838,1041,240
2432,7,Moabit,Apartment,No,33,488,588,240
2433,7,Moabit,Apartment,No,46,624,760,240
2434,7,Moabit,Apartment,No,55,751,919,240
2435,7,Moabit,Apartment,Yes,59,977,1147,240
2436,7,Moabit,Apartment,No,57,854,1017,240
2437,7,Moabit,Apartment,No,47,715,857,240
2438,7,Moabit,Apartment,No,78,1080,1320,240
2439,7,Moabit,Apartment,Yes,65,1221,1417,240
2440,7,Moabit,Apartment,No,61,889,1093,240
2441,7,Moabit,Apartment,Yes,55,1004,1195,240
2442,7,Moabit,Apartment,Yes,52,988,1153,240
2443,7,Moabit,Apartment,No,44,538,679,240
2444,7,Moabit,Apartment,Yes,36,627,754,240
2445,7,Moabit,Apartment,No,47,638,800,240
2446,7,Moabit,Apartment,No,39,543,679,240
2447,7,Moabit,Apartment,No,48,699,845,240
2448,7,Moabit,Apartment,No,55,678,848,240
2449,7,Moabit,Apartment,No,62,914,1090,240
2450,7,Moabit,Apartment,No,39,586,724,240
2451,7,Moabit,Apartment,No,34,441,543,240
2452,7,Moabit,Apartment,No,65,820,1011,240
2453,7,Moabit,Apartment,No,82,1079,1311,240
2454,7,Moabit,Apartment,Yes,61,933,1119,240
2455,7,Moabit,Apartment,No,48,657,819,240
2456,7,Moabit,Apartment,No,68,889,1110,240
2457,7,Moabit,Apartment,No,44,631,776,240
2458,7,Moabit,Apartment,Yes,29,507,605,240
2459,7,Moabit,Apartment,No,76,1147,1385,240
2460,7,Moabit,Apartment,No,57,840,1003,240
2461,7,Moabit,Apartment,No,62,953,1156,240
2462,7,Moabit,Apartment,No,62,843,1021,240
2463,7,Moabit,Apartment,No,41,513,652,240
2464,7,Moabit,Apartment,Yes,84,1548,1811,240
2465,7,Moabit,Apartment,No,42,572,709,240
2466,7,Moabit,Apartment,Yes,46,812,960,240
2467,7,Moabit,Apartment,Yes,50,769,943,240
2468,7,Moabit,Apartment,Yes,49,834,994,240
2469,7,Moabit,Apartment,No,64,842,1068,240
2470,7,Moabit,Apartment,Yes,57,1082,1283,240
2471,7,Moabit,Apartment,Yes,54,913,1085,240
2472,7,Moabit,Apartment,No,50,701,854,240
2473,7,Moabit,Apartment,No,47,694,841,240
2474,7,Moabit,Apartment,Yes,56,911,1099,240
2475,7,Moabit,Apartment,No,78,972,1202,240
2476,7,Moabit,Apartment,No,63,810,1032,240
2477,7,Moabit,Apartment,Yes,36,645,767,240
2478,7,Moabit,Apartment,No,47,709,869,240
2479,7,Moabit,Apartment,No,47,633,800,240
2480,7,Moabit,Apartment,No,41,619,739,240
2481,7,Moabit,Apartment,Yes,36,640,769,240
2482,7,Moabit,Apartment,Yes,41,736,868,240
2483,7,Moabit,Apartment,Yes,53,929,1087,240
2484,7,Moabit,Apartment,No,35,469,594,240
2485,7,Moabit,Apartment,No,71,1043,1274,240
2486,7,Moabit,Apartment,No,48,728,899,240
2487,7,Moabit,Apartment,Yes,55,924,1097,240
2488,7,Moabit,Apartment,No,66,922,1137,240
2489,7,Moabit,Apartment,No,44,666,810,240
2490,7,Moabit,Apartment,No,52,656,812,240
2491,7,Moabit,Apartment,No,45,685,818,240
2492,7,Moabit,Apartment,No,56,715,906,240
2493,7,Moabit,Apartment,No,55,703,878,240
2494,7,Moabit,Apartment,No,63,968,1181,240
2495,7,Moabit,Apartment,No,31,424,531,240
2496,7,Moabit,Apartment,Yes,46,746,877,240
2497,7,Moabit,Apartment,No,54,832,1015,240
2498,7,Moabit,Apartment,No,54,724,894,240
